,,,,,,,,result,reason,,Row Labels,Count of result
1970,simian,24040300_3.java,20,32,lucene-4.3.0/lucene-4.3.0/analysis/smartcn/src/java/org/apache/lucene/analysis/cn/smart/hhmm/SegTokenPair.java,25,37,BP,154,,,
88,scc,22315734_0.java,10,21,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,44,54,QS,155,,,
861,scc,14155715_0.java,1,17,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/TopTermsRewrite.java,115,130,BP,156,,,
1861,simian,13434746_0.java,4,17,FitLibrary20100806/fitnesse/lib/src/fitlibrarySrc/fitlibrary/specify/AggregateDoFixture.java,31,44,BP,162,,,
1385,scc,25044969_0.java,31,51,lucene-4.3.0/lucene-4.3.0/suggest/src/java/org/apache/lucene/search/spell/DirectSpellChecker.java,249,268,BP,164,,,
1027,scc,16688737_0.java,20,40,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/search/PrefixQuery.java,45,64,BP,166,,,
1917,simian,16688737_0.java,13,29,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.context/src/test/java/org/springframework/context/annotation/AnnotationConfigApplicationContextTests.java,193,209,BP,170,,,
1050,scc,17920930_0.java,19,35,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/FilterDescription.java,61,76,BP,171,,,
1672,scc,6931385_0.java,9,22,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/impl/StringConstant.java,25,41,BP,172,,,
1452,scc,3851674_0.java,22,41,lucene-4.3.0/lucene-4.3.0/core/src/java/org/apache/lucene/store/FlushInfo.java,19,37,BP,173,,,
1834,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/tiles_002dsimplepage_jsp.java,149,161,BP,175,,,
981,scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jface/databinding/swt/SWTObservables.java,143,162,BP,177,,,
1520,scc,4207100_3.java,26,46,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeTestEntity.java,27,46,BP,177,,,
1845,simian,12776901_0.java,1,17,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/derivedidentities/bidirectional/Product.java,29,45,BP,177,,,
1561,scc,5764008_1.java,140,159,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/views/markers/MarkersViewColumnsDialog.java,163,182,BP,178,,,
1257,scc,2265637_0.java,22,42,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/User.java,181,200,BP,179,,,
1835,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/tiles_002dtabbedpage_jsp.java,157,169,BP,179,,,
1441,scc,3357300_0.java,7,20,netbeans-6.9.1-201007282301/ruby.codecoverage/src/org/netbeans/modules/ruby/codecoverage/RubyCoverageProvider.java,578,590,BP,181,,,
858,scc,14155715_0.java,1,17,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/ui/text/spelling/engine/AbstractSpellDictionary.java,55,70,BP,182,,,
2208,simian,19856538_0.java,22,31,netbeans-6.9.1-201007282301/cnd.antlr/src/org/netbeans/modules/cnd/antlr/actions/java/ActionLexer.java,1766,1775,AC,182,,,
499,scc,12835370_0.java,1,12,jstock-1.0.7c/jstock/src/org/yccheok/jstock/gui/Utils.java,588,599,UD,183,,,
1727,scc,909376_0.java,1,21,netbeans-6.9.1-201007282301/css.visual/src/org/netbeans/modules/css/Utilities.java,33,51,BP,183,,,
2116,simian,18614607_0.java,29,39,jasperreports-3/jasperreports-3.7.4/src/net/sf/jasperreports/j2ee/servlets/PdfServlet.java,61,70,AC,183,,,
573,scc,10055548_0.java,52,79,freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,63,89,BP,184,,,
318,scc,20296220_0.java,1,10,eclipse_SDK/eclipse_SDK-4.3/src/src/javax/servlet/http/HttpServlet.java,32,41,EX,187,,,
1473,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/di/MethodRequestor.java,97,116,BP,187,,,
2275,simian,5883717_1.java,2,14,apache-ant-1.8.4/src/main/org/apache/tools/ant/taskdefs/optional/XMLValidateTask.java,380,392,AC,188,,,
624,scc,10194435_0.java,33,60,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,189,,,
768,scc,13311280_0.java,2,56,netbeans-6.9.1-201007282301/swingapp/appshells/BasicShellApp/src/applicationpackage/ShellView.java,14,67,BP,190,,,
952,scc,16081828_0.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/payloads/MinPayloadFunction.java,32,43,BP,193,,,
2108,simian,14908094_2.java,2,14,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/access/xml/Crew.java,3,15,AC,193,,,
459,ok,24330611_0.java,320,333,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexCollapseDemo.java,218,229,UD,194,,,
1765,scc,9684751_0.java,10,37,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/core/internal/resources/BuildConfiguration.java,25,51,BP,194,,,
1591,scc,5764008_1.java,140,159,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,BP,195,,,
0,ok,10924700_0.java,1,18,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.oxm/src/main/java/org/springframework/oxm/jaxb/Jaxb2Marshaller.java,253,270,QS,196,,,
1250,scc,2265637_0.java,22,42,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/util/AbstractThreadSafeAttributeMap.java,241,260,BP,196,,,
209,simian,24330611_0.java,166,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShowLayouts.java,128,139,QS,197,,,
217,simian,24330611_0.java,166,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/VertexLabelAsShapeDemo.java,76,87,QS,197,,,
2052,simian,14020074_0.java,112,123,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,105,116,IN,197,,,
1021,scc,16688737_0.java,20,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionRefEntity2.java,62,81,BP,198,,,
1665,scc,5961624_0.java,13,33,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/ShareProvider.java,94,113,BP,198,,,
754,scc,13066157_0.java,14,41,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/manytomanyassociationclass/compositeid/MembershipWithCompositeId.java,28,54,BP,201,,,
1528,scc,4207100_3.java,26,46,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/util/AbstractThreadSafeAttributeMap.java,241,260,BP,201,,,
1745,scc,9591522_0.java,18,45,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/VendorSymbolizerImpl.java,20,46,BP,201,,,
1220,scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/pde/internal/runtime/registry/model/ExtensionPoint.java,52,71,BP,203,,,
618,scc,10194435_0.java,33,60,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/metagen/mappedsuperclass/idclass/ProductAttributeId.java,19,45,BP,204,,,
1423,scc,3357300_0.java,7,20,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/spans/SpanMultiTermQueryWrapper.java,86,98,BP,204,,,
2166,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/PathParser.java,526,535,AC,205,,,
413,scc,8753200_0.java,1,14,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/org/apache/tomcat/util/http/fileupload/servlet/ServletFileUpload.java,12,25,EX,207,,,
2124,simian,19856538_0.java,22,31,ArgoUML-0.34-src/argouml-cpp/src/org/argouml/language/cpp/reveng/CPPLexer.java,1823,1832,AC,211,,,
1746,scc,9591522_0.java,18,45,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/coordinate/PolygonImpl.java,51,77,BP,213,,,
1773,scc,9684751_0.java,10,37,freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,63,89,BP,213,,,
1894,simian,14636363_1.java,64,80,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/planet/src/java/org/apache/roller/planet/pojos/StaticTemplate.java,26,42,BP,215,,,
2069,scc,12466384_0.java,45,54,iText-src-5/src/rups/com/itextpdf/rups/view/itext/PagesTable.java,88,97,AC,215,,,
106,scc,6025026_0.java,105,114,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,90,99,QS,218,,,
1025,scc,16688737_0.java,20,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeComponent.java,29,48,BP,218,,,
1150,scc,21749977_1.java,33,49,netbeans-6.9.1-201007282301/bugtracking/src/org/netbeans/modules/bugtracking/issuetable/IssueTable.java,338,353,BP,218,,,
1573,scc,5764008_1.java,140,159,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/cascade/circle/sequence/AbstractEntity.java,42,61,BP,218,,,
2199,simian,19856538_0.java,22,31,jruby-1.5.2/jruby-1.5.2/src/org/jruby/lexer/yacc/RubyYaccLexer.java,1009,1018,AC,218,,,
1803,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/roller_002dui/errors/_404_jsp.java,143,155,BP,219,,,
58,scc,15131432_0.java,23,42,struts2-2.2.1-all/struts-2.2.1/src/core/src/main/java/org/apache/struts2/views/freemarker/FreemarkerManager.java,163,177,QS,220,,,
1396,scc,25044969_0.java,31,51,wct-package-v1.5.2/WCTCore/src-app/org/webcurator/domain/model/auth/User.java,181,200,BP,221,,,
862,scc,14155715_0.java,1,17,lucene-4.3.0/lucene-4.3.0/join/src/java/org/apache/lucene/search/join/TermsQuery.java,34,49,BP,223,,,
380,scc,6236324_0.java,124,137,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,132,145,EX,225,,,
1355,scc,25044969_0.java,31,51,geotools-2/geotools-2.7-M3/modules/library/jdbc/src/main/java/org/geotools/jdbc/RegexpValidator.java,29,48,BP,226,,,
104,scc,6025026_0.java,47,93,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/ShortestPathDemo.java,42,82,QS,227,,,
536,scc,8758512_0.java,1,12,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/axis/PeriodAxisLabelInfo.java,106,118,UD,227,,,
636,scc,10748516_0.java,1,17,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/ProcessorInfo.java,67,82,BP,227,,,
798,scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/WizardElement.java,41,60,BP,227,,,
1728,scc,9242621_0.java,1,14,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/index/TermVectorEntry.java,42,54,BP,228,,,
616,scc,10194435_0.java,33,60,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/manytomanyassociationclass/compositeid/MembershipWithCompositeId.java,28,54,BP,229,,,
676,scc,12008316_0.java,11,31,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/OperatorImpl.java,25,44,BP,229,,,
1136,scc,20489238_0.java,59,71,Vuze_4812_source/org/gudy/azureus2/ui/swt/shells/SimpleBrowserWindow.java,85,96,BP,229,,,
1832,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/tiles_002dinstallpage_jsp.java,126,138,BP,229,,,
16,ok,16928749_0.java,50,66,hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/TextOutputFormat.java,46,63,QS,231,,,
147,simian,18623736_0.java,1,39,spring-framework-3.0.5/spring-framework-3.0.5.RELEASE/projects/org.springframework.beans/src/main/java/org/springframework/beans/propertyeditors/CustomCollectionEditor.java,33,71,QS,231,,,
1216,scc,2265637_0.java,22,42,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/dispatch/HookedJavaFileObject.java,133,152,BP,231,,,
2090,scc,2756637_0.java,1,12,ArgoUML-0.34-src/argouml/src/argouml-app/src/org/argouml/ui/cmd/SettingsTabShortcuts.java,346,357,AC,231,,,
535,scc,8734970_0.java,1,23,netbeans-6.9.1-201007282301/junit/test/qa-functional/src/org/netbeans/jellytools/modules/junit/testcases/ExtJellyTestCaseForJunit4.java,174,198,UD,232,,,
1302,scc,24330611_0.java,77,100,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/filter/capability/OperatorImpl.java,25,44,BP,232,,,
712,scc,12008316_0.java,11,31,rssowl-2.0.5/org.rssowl.ui/src/org/rssowl/ui/internal/notifier/NewsNotificationItem.java,173,192,BP,234,,,
1468,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/spans/SpanTermQuery.java,42,61,BP,234,,,
1879,simian,13721279_0.java,4,13,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/annotations/onetoone/Father.java,3,15,BP,235,,,
1956,simian,21913079_0.java,65,77,netbeans-6.9.1-201007282301/websvc.metro.samples/samples_src/CalculatorClientApp/src/java/org/me/calculator/client/ClientServlet.java,33,45,BP,235,,,
372,scc,5542152_0.java,1,31,colt-1/colt/src/cern/colt/Sorting.java,488,511,EX,236,,,
593,scc,10055548_0.java,52,79,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/view/facelets/DefaultFaceletsStateManagementHelper.java,343,369,BP,236,,,
901,scc,1516601_0.java,19,46,geotools-2/geotools-2.7-M3/modules/unsupported/geometry/src/main/java/org/geotools/geometry/iso/primitive/CurveImpl.java,326,352,BP,236,,,
240,ok,15260207_0.java,145,155,freemind-src-0/freemind/accessories/plugins/dialogs/ArrayListTransferHandler.java,90,100,EX,237,,,
442,simian,6236324_0.java,226,255,aoisrc281/ArtOfIllusion/src/artofillusion/image/MovieEncoder.java,152,181,EX,237,,,
1808,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/admin/PlanetGroups_jsp.java,172,184,BP,237,,,
2012,simian,4207100_3.java,23,35,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeComponentTestEntity.java,76,88,BP,237,,,
797,scc,13435398_0.java,94,114,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/ViewElement.java,83,102,BP,238,,,
2125,simian,19856538_0.java,22,31,ArgoUML-0.34-src/argouml-cpp/src/org/argouml/language/cpp/reveng/CPPLexer.java,2142,2151,AC,239,,,
940,scc,15850476_0.java,13,40,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/manytomanyassociationclass/compositeid/MembershipWithCompositeId.java,28,54,BP,241,,,
1206,scc,22448174_0.java,1,13,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/jdt/internal/compiler/apt/model/NameImpl.java,40,52,BP,241,,,
1636,scc,5961624_0.java,13,33,hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,60,79,BP,242,,,
829,scc,13435398_0.java,94,114,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/propertyref/DoesNotWork.java,61,80,BP,243,,,
1831,simian,10396359_0.java,21,33,apache-roller-4.0.1/apache-roller-src-4.0.1/tomcat/work/Catalina/localhost/roller/org/apache/jsp/WEB_002dINF/jsps/tiles/tiles_002derrorpage_jsp.java,126,138,BP,244,,,
864,scc,14165567_1.java,8,20,columba-1/columba-1.0-src/src/columba/core/org/columba/core/base/IPCHelper.java,58,70,BP,250,,,
2265,simian,24973385_0.java,43,56,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/readonly/VersionedNode.java,13,26,AC,250,,,
595,scc,10194435_0.java,33,60,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/index/Term.java,27,53,BP,251,,,
950,scc,16081828_0.java,1,11,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/payloads/AveragePayloadFunction.java,28,39,BP,252,,,
1581,scc,5764008_1.java,140,159,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionRefEntity1.java,62,81,BP,252,,,
1903,simian,14806326_1.java,28,40,netbeans-6.9.1-201007282301/websvc.metro.samples/samples_src/SecureCalculatorClientApp/src/java/org/me/calculator/client/ClientServlet.java,40,52,BP,252,,,
1313,scc,24330611_0.java,77,100,myfaces-core-2.0.2/myfaces-core-2.0.2-src/src/myfaces-impl-2.0.2/org/apache/myfaces/el/convert/ValueBindingToValueExpression.java,81,103,BP,256,,,
2168,simian,19856538_0.java,22,31,batik-src-1.7/batik-1.7/sources/org/apache/batik/parser/PathParser.java,596,605,AC,258,,,
992,scc,16688737_0.java,20,40,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/quickaccess/WizardElement.java,41,60,BP,259,,,
2254,simian,21280704_0.java,13,25,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/naturalid/immutableentity/Building.java,73,85,AC,260,,,
180,simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/LensVertexImageShaperDemo.java,149,161,QS,261,,,
1482,scc,4207100_3.java,26,46,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/ui/internal/DefaultSaveable.java,49,68,BP,262,,,
539,simian,10135259_0.java,1,17,Compiere_330_Source/release_330/base/src/org/compiere/process/RegisterSystem.java,69,85,UD,264,,,
1651,scc,5961624_0.java,13,33,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-envers/src/test/java/org/hibernate/envers/test/integration/naming/VersionsJoinTableRangeComponent.java,29,48,BP,264,,,
42,ok,7504040_0.java,5,17,junit-4/org/junit/rules/ExternalResource.java,8,20,QS,265,,,
481,scc,11202699_0.java,1,12,heritrix-1/heritrix-1.14.4/src/java/org/archive/util/FileUtils.java,223,234,UD,266,,,
1161,scc,22124868_0.java,1,28,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/TrackableComputationExt.java,26,52,BP,267,,,
22,ok,21998949_0.java,10,89,jfreechart-1/jfreechart-1.0.13/source/org/jfree/chart/plot/SpiderWebPlot.java,502,578,QS,271,,,
737,scc,13066157_0.java,14,41,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/e4/core/internal/contexts/ContextObjectSupplier.java,89,115,BP,271,,,
454,ok,18921519_0.java,72,85,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/test/org/apache/catalina/tribes/demos/MapDemo.java,339,352,UD,273,,,
826,scc,13435398_0.java,94,114,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/event/collection/detached/MultipleCollectionRefEntity1.java,62,81,BP,273,,,
2045,simian,7727999_0.java,34,53,jhotdraw-7.5.1/jhotdraw_7.5.1/Source/jhotdraw7/src/main/java/org/jhotdraw/gui/VerticalGridLayout.java,46,65,BP,275,,,
1862,simian,13434746_0.java,4,17,FitLibrary20100806/fitnesse/lib/src/fitlibrarySrc/fitlibrary/specify/eg/FixedPoint.java,7,20,BP,276,,,
815,scc,13435398_0.java,94,114,geotools-2/geotools-2.7-M3/modules/unsupported/jts-wrapper/src/main/java/org/geotools/geometry/jts/spatialschema/geometry/primitive/PointImpl.java,104,123,BP,277,,,
355,scc,2870786_0.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,279,,,
1152,scc,21749977_1.java,33,49,netbeans-6.9.1-201007282301/php.editor/src/org/netbeans/modules/php/editor/model/impl/ModelElementImpl.java,214,229,BP,280,,,
62,scc,16207578_0.java,1,10,apache-tomcat-7.0.2/apache-tomcat-7.0.2-src/java/javax/servlet/http/HttpServlet.java,71,81,QS,283,,,
835,scc,13435398_0.java,94,114,lucene-4.3.0/lucene-4.3.0/highlighter/src/test/org/apache/lucene/search/highlight/custom/HighlightCustomQueryTest.java,106,125,BP,284,,,
1743,scc,9591522_0.java,18,45,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/DescriptionImpl.java,53,79,BP,284,,,
369,scc,4565531_1.java,1,11,struts2-2.2.1-all/struts-2.2.1/src/xwork-core/src/main/java/com/opensymphony/xwork2/util/classloader/JarResourceStore.java,33,43,EX,285,,,
961,scc,16462678_0.java,22,38,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/TopTermsRewrite.java,44,59,BP,285,,,
193,simian,24330611_0.java,165,177,jung2-2_0_1/jung-samples-2.0.1/edu/uci/ics/jung/samples/WorldMapGraphDemo.java,133,145,QS,288,,,
632,scc,10308733_1.java,1,20,lucene-4.3.0/lucene-4.3.0/highlighter/src/test/org/apache/lucene/search/postingshighlight/TestPostingsHighlighterRanking.java,160,178,BP,288,,,
113,scc,6722760_1.java,38,56,jgraph-latest-bsd-src/examples/org/jgraph/example/GroupingRemoving.java,52,70,QS,289,,,
732,scc,13066157_0.java,14,41,eclipse_SDK/eclipse_SDK-4.3/src/src/org/apache/lucene/search/payloads/PayloadNearQuery.java,76,102,BP,289,,,
363,scc,4154530_0.java,9,28,eclipse_SDK/eclipse_SDK-4.3/src/src/org/eclipse/help/internal/webapp/utils/Utils.java,21,40,EX,290,,,
1976,simian,24781239_0.java,81,97,apache-roller-4.0.1/apache-roller-src-4.0.1/apps/weblogger/src/java/org/apache/roller/weblogger/ui/struts2/editor/EntryBean.java,101,117,BP,290,,,
1795,simian,10055548_0.java,49,61,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-core/src/test/java/org/hibernate/test/pagination/Entry.java,35,47,BP,294,,,
1687,scc,6931385_0.java,9,22,netbeans-6.9.1-201007282301/spi.actions/test/unit/src/org/netbeans/spi/actions/ContextActionTest.java,894,906,BP,295,,,
575,scc,10055548_0.java,52,79,geotools-2/geotools-2.7-M3/modules/library/main/src/main/java/org/geotools/styling/LineSymbolizerImpl.java,69,95,BP,296,,,
1792,simian,10000096_1.java,3,15,hibernate-release-4/hibernate-release-4.2.2.Final/project/hibernate-entitymanager/src/test/java/org/hibernate/ejb/test/callbacks/Plant.java,8,20,BP,297,,,
